match_id,radiant_win,first_blood_time,dire_score,radiant_score,barracks_status_dire,barracks_status_radiant,tower_status_dire,tower_status_radiant,throw,comeback,loss,win
3935790916,True,0,12,21,32,63,1536,1846,1166,,16608,
3935855156,False,50,29,14,63,51,1972,1792,,454,,
3935917464,True,76,23,45,51,63,388,1572,5570,,7372,
3936038407,True,78,49,56,48,15,256,1536,19948,,3260,
3936208040,True,70,26,31,51,63,388,1846,6313,,9797,
3936321758,False,0,51,33,63,3,1974,4,,468,,
3936473615,True,137,43,48,63,63,1828,1792,9021,,9053,
3936679099,True,0,25,37,51,63,1540,1828,8726,,16477,
3937435514,True,6,15,29,48,63,1792,1854,1032,,15205,
3937484599,False,98,21,14,63,51,2038,1792,,3335,,
3937537639,False,114,40,28,63,0,1844,1536,,6118,,
3937609487,False,168,30,33,63,63,1796,1798,,5466,,
3937695236,False,8,22,25,63,0,1958,1536,,929,,
3937770762,False,83,26,14,63,0,2046,1536,,514,,
3937843537,True,148,12,37,63,63,1796,1846,127,,25063,
3937936341,False,395,34,26,63,51,1828,1796,,4484,,
3941137339,True,86,19,32,0,59,0,1796,1892,,12383,
3941208711,False,298,37,26,63,51,1924,1796,,3287,,
3941338408,True,753,2,20,51,63,1924,1855,0,,12791,
3941422211,False,155,43,33,63,0,2038,0,,4306,,
3941608894,False,174,35,25,63,12,2038,1536,,502,,
3941740660,True,105,33,58,48,63,256,1830,6903,,32538,
3941931884,True,109,11,41,51,63,1920,1846,53,,17918,
3942119450,False,115,35,15,63,0,1982,1536,,1411,,
3942260942,True,10,27,50,0,63,512,1855,2382,,10860,
3943204781,False,88,35,17,63,60,2038,1792,,91,,
3943262880,False,45,50,42,63,3,1828,4,,8915,,
3943365614,False,109,48,16,63,12,1974,1536,,0,,
3943547236,False,106,34,28,63,3,1854,6,,3264,,
3943673479,False,75,43,21,63,59,1974,1796,,557,,
3943790375,False,177,33,24,63,15,2047,1572,,0,,
3943893584,True,150,5,30,63,63,1926,1983,101,,17306,
3943981461,True,46,20,30,15,63,1572,1983,1308,,11456,
